Date,Open,Close,Prev_Close,Gap,Open_lag_1,Open_lag_2,Open_lag_3,Open_lag_4,Open_lag_5,Open_roll_mean_3,Open_roll_std_3,Open_roll_mean_7,Open_roll_std_7,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_roll_mean_3,Close_roll_std_3,Close_roll_mean_7,Close_roll_std_7,Gap_lag_1,Gap_lag_2,Gap_lag_3,Gap_lag_4,Gap_lag_5,Gap_roll_mean_3,Gap_roll_std_3,Gap_roll_mean_7,Gap_roll_std_7,Open_target,Close_target,Gap_target
2024-07-15,5638.16015625,5631.22021484375,5615.35009765625,22.81005859375,5590.759765625,5635.2099609375,5591.259765625,5584.240234375,5572.75,5621.376627604167,26.555980328053508,5592.898577008928,35.0018629324381,5615.35009765625,5584.5400390625,5633.91015625,5576.97998046875,5572.85009765625,5610.3701171875,23.735202902944575,5597.434361049107,28.567747901173526,6.2197265625,1.2998046875,14.27978515625,11.39013671875,5.56005859375,10.10986328125,11.270431604235975,8.92138671875,7.841017689202044,5644.08984375,5667.2001953125,12.86962890625
2024-07-16,5644.08984375,5667.2001953125,5631.22021484375,12.86962890625,5638.16015625,5590.759765625,5635.2099609375,5591.259765625,5584.240234375,5624.336588541667,29.22913916530542,5608.067103794643,29.824521207386848,5631.22021484375,5615.35009765625,5584.5400390625,5633.91015625,5576.97998046875,5637.923502604167,26.567060560774745,5611.721540178572,35.167171290523655,22.81005859375,6.2197265625,1.2998046875,14.27978515625,11.39013671875,13.966471354166666,8.34937582957216,10.632742745535714,7.064887520572194,5610.06982421875,5588.27001953125,-57.13037109375
2024-07-17,5610.06982421875,5588.27001953125,5667.2001953125,-57.13037109375,5644.08984375,5638.16015625,5590.759765625,5635.2099609375,5591.259765625,5630.773274739583,18.17319306185158,5613.398507254465,25.47795916799145,5667.2001953125,5631.22021484375,5615.35009765625,5584.5400390625,5633.91015625,5628.896809895833,39.51634877020824,5613.924386160715,32.724600031730695,12.86962890625,22.81005859375,6.2197265625,1.2998046875,14.27978515625,-7.150227864583333,43.56849863719249,1.6769670758928572,26.783520623222373,5608.56005859375,5544.58984375,20.2900390625
2024-07-18,5608.56005859375,5544.58984375,5588.27001953125,20.2900390625,5610.06982421875,5644.08984375,5638.16015625,5590.759765625,5635.2099609375,5620.906575520833,20.09148556975543,5616.872767857143,22.298993703666152,5588.27001953125,5667.2001953125,5631.22021484375,5615.35009765625,5584.5400390625,5600.02001953125,62.14395749041044,5609.297223772322,40.24490013324934,-57.13037109375,12.86962890625,22.81005859375,6.2197265625,1.2998046875,-7.990234375,42.71803365412348,2.9483816964285716,27.522497404105557,5543.3701171875,5505.0,-1.2197265625
2024-07-19,5543.3701171875,5505.0,5544.58984375,-1.2197265625,5608.56005859375,5610.06982421875,5644.08984375,5638.16015625,5590.759765625,5587.333333333333,38.08074485188682,5610.031389508928,35.124666758496666,5544.58984375,5588.27001953125,5667.2001953125,5631.22021484375,5615.35009765625,5545.953287760417,41.65174993755764,5590.881487165178,54.18494698466934,20.2900390625,-57.13037109375,12.86962890625,22.81005859375,6.2197265625,-12.686686197916666,39.96371291122362,0.7341657366071429,27.07883655805084,5544.5400390625,5564.41015625,39.5400390625
2024-07-22,5544.5400390625,5564.41015625,5505.0,39.5400390625,5543.3701171875,5608.56005859375,5610.06982421875,5644.08984375,5638.16015625,5565.490071614583,37.30428947302886,5597.078543526785,40.585663068432524,5505.0,5544.58984375,5588.27001953125,5667.2001953125,5631.22021484375,5538.0,30.24832552224026,5588.005789620535,55.10396359033926,-1.2197265625,20.2900390625,-57.13037109375,12.86962890625,22.81005859375,19.536783854166668,20.390320461137787,6.197056361607143,30.811940259481844,5565.2998046875,5555.740234375,0.8896484375
2024-07-23,5565.2998046875,5555.740234375,5564.41015625,0.8896484375,5544.5400390625,5543.3701171875,5608.56005859375,5610.06982421875,5644.08984375,5551.069986979167,12.337259148920662,5593.44140625,42.34882169804749,5564.41015625,5505.0,5544.58984375,5588.27001953125,5667.2001953125,5541.716796875,32.09180995051005,5579.490094866072,54.77897451499185,39.5400390625,-1.2197265625,20.2900390625,-57.13037109375,12.86962890625,13.069986979166666,22.94798702922418,5.435616629464286,30.87707754683166,5505.83984375,5427.1298828125,-49.900390625
2024-07-24,5505.83984375,5427.1298828125,5555.740234375,-49.900390625,5565.2998046875,5544.5400390625,5543.3701171875,5608.56005859375,5610.06982421875,5538.559895833333,30.177695794297918,5574.538504464285,48.18984241987527,5555.740234375,5564.41015625,5505.0,5544.58984375,5588.27001953125,5515.760091145833,76.87832762383154,5550.334333147322,73.70169164474787,0.8896484375,39.5400390625,-1.2197265625,20.2900390625,-57.13037109375,-3.1569010416666665,44.85731309036093,-4.951590401785714,35.88246434059349,5428.7001953125,5399.22021484375,1.5703125
2024-07-25,5428.7001953125,5399.22021484375,5427.1298828125,1.5703125,5505.83984375,5565.2998046875,5544.5400390625,5543.3701171875,5608.56005859375,5499.946614583333,68.49022508985269,5543.7685546875,62.89867570104086,5427.1298828125,5555.740234375,5564.41015625,5505.0,5544.58984375,5460.69677734375,83.48461795366697,5512.051478794643,72.46889511728583,-49.900390625,0.8896484375,39.5400390625,-1.2197265625,20.2900390625,-15.8134765625,29.522095261340958,-6.565778459821429,35.19471461538901,5433.669921875,5459.10009765625,34.44970703125
2024-07-26,5433.669921875,5459.10009765625,5399.22021484375,34.44970703125,5428.7001953125,5505.83984375,5565.2998046875,5544.5400390625,5543.3701171875,5456.069986979167,43.173528090351205,5518.568568638393,67.10444093260894,5399.22021484375,5427.1298828125,5555.740234375,5564.41015625,5505.0,5428.4833984375,29.962878613711148,5493.5986328125,65.98165742042954,1.5703125,-49.900390625,0.8896484375,39.5400390625,-1.2197265625,-4.626790364583333,42.51514796622962,6.51708984375,29.88692451459069,5476.5498046875,5463.5400390625,17.44970703125
2024-07-29,5476.5498046875,5463.5400390625,5459.10009765625,17.44970703125,5433.669921875,5428.7001953125,5505.83984375,5565.2998046875,5544.5400390625,5446.306640625,26.308958073437196,5499.7099609375,55.06906970028689,5459.10009765625,5399.22021484375,5427.1298828125,5555.740234375,5564.41015625,5440.6201171875,35.92202952892176,5482.020089285715,62.56523458176093,34.44970703125,1.5703125,-49.900390625,0.8896484375,39.5400390625,17.8232421875,16.44287969213773,6.111328125,29.687385177390258,5478.72998046875,5436.43994140625,15.18994140625
